NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,gs,yearb,Nb_CScomplex_inArticle,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,SimplifiedName,ncbi,mito,dna,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,Geo_dif3,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric,Repro_invest,Larv_type,shallow
Mussismilia hartii,Mussismilia harttii,Mussismilia,Anthozoa,Cnidaria,Mussismilia,"Nunes, F.; Fukami, H.; Vollmer, S. V.; Norris, R. D.; Knowlton, N.",2008,Re-evaluation of the systematics of the endemic corals of Brazil by molecular data,CORAL REEFS,27,423,432,"mtDNA, other nuclear",2,NA,Sympatric,NA,NA,TRUE,4,1,NA,NA,Atlantic,"larval info not given. The authors are very careful not to call these CS, just potential CS.",Unknown,Coral reef,Demersal or benthic,4,1868,1,FALSE,FALSE,TRUE,FALSE,FALSE,1,Mussismilia harttii,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Sympatric,NA,NA,NA,Cnidaria_Anthozoa,Y,E,N,N,NA,TRUE,NA,NA,FALSE
Mysis relicta,Mysis relicta,Mysis,Malacostraca,Arthropoda,Mysis,"Vainola, R; Vainio, JK",1998,"Distributions, life cycles and hybridization of two Mysis relicta group species (Crustacea : Mysida) in the northern Baltic Sea and Lake Baven",HYDROBIOLOGIA,368,137,148,Allozymes,2,NA,"Sympatric, Parapatric",Yes,NA,TRUE,1664,12,NA,NA,baltic,NA,"Direct development, Brooding, Pelagic",Coastal,Demersal or benthic,15,1862,1,TRUE,TRUE,FALSE,FALSE,FALSE,2,Mysis relicta,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,Very low or null,Demersal or benthic,"Sympatric, Allopatric",NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,TRUE,HIGH,DD,FALSE
Mytilus edulis,Mytilus edulis,Mytilus,Bivalvia,Mollusca,Mytilus,"SARVER, SK; LOUDENSLAGER, EJ",1991,THE GENETICS OF CALIFORNIA POPULATIONS OF THE BLUE MUSSEL - FURTHER EVIDENCE FOR THE EXISTENCE OF ELECTROPHORETICALLY DISTINGUISHABLE SPECIES OR SUBSPECIES,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,19,183,188,Allozymes,2,NA,"Allopatric, Sympatric",NA,NA,TRUE,382,8,NA,NA,Pacific,"This is the difference between trossulus and gallo in California. There may be morphological data elsewhere, and we may want to consider M edulis in greater detail.","Planktotroph, Pelagic","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",8,1758,1,TRUE,TRUE,TRUE,TRUE,FALSE,4,Mytilus edulis,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,Moderate to high,Demersal or benthic,"Sympatric, Allopatric",NA,NA,NA,Mollusca_Bivalvia,Y,E,N,N,NA,TRUE,LOW,PT,FALSE
Myxicola infundibulum,Myxicola infundibulum,Myxicola,Polychaeta,Annelida,Myxicola,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,2,NA,Allopatric,NA,NA,NA,NA,NA,NA,NA,"Atlantic, Pacific",NA,Planktotroph,Coastal,Demersal or benthic,8,1808,33,TRUE,TRUE,FALSE,TRUE,FALSE,3,Myxicola infundibulum,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,FALSE,NA,NA,FALSE
Naineris dendritica,Naineris dendritica,Naineris,Polychaeta,Annelida,Naineris,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,4,NA,Sympatric,NA,NA,NA,NA,NA,NA,NA,Pacific,NA,Unknown,Coastal,Demersal or benthic,20,1867,33,FALSE,TRUE,FALSE,FALSE,FALSE,1,Naineris dendritica,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Sympatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,TRUE,NA,NA,FALSE
Nannopus ganghwaensis,Nannopus ganghwaensis,Nannopus,Copepoda,Arthropoda,Nannopus,"Vakati, V; Eyun, SI; Lee, W",2019,"Unraveling the intricate biodiversity of the benthic harpacticoid genus Nannopus (Copepoda, Harpacticoida, Nannopodidae) in Korean waters",MOLECULAR PHYLOGENETICS AND EVOLUTION,130,366,379,"mtDNA, other nuclear, 18S, 28S",3,NA,Sympatric,NA,NA,TRUE,35,12,35,12,"Korea, Pacific Ocean",morp2 of the 3 CS they are probably differentiated from ganghwaensis since they were not named ganghwaensis but no clue in the manuscript.,Unknown,Soft sediment,Demersal or benthic,11,2017,1,NA,NA,NA,NA,NA,NA,Nannopus ganghwaensis,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,NA,Sediment,Average,NA,Demersal or benthic,Sympatric,NA,NA,NA,Arthropoda_Hexanauplia,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE
Naso caesius,Naso caesius,Naso,Actinopterygii,Chordata,Naso,"DAYTON, C; SANTAYANA, AC; LACSON, JM",1994,GENETIC-EVIDENCE FOR REPRODUCTIVE ISOLATION OF THE RECENTLY DESCRIBED UNICORNFISH NASO-CAESIUS AND ITS SIBLING N-HEXACANTHUS,MARINE BIOLOGY,118,551,554,Allozymes,2,Diagnostic,Sympatric,NA,NA,TRUE,53,1,53,1,Indo-Pacific,NA,Planktotroph,Coral reef,unknown,21,1992,1,FALSE,FALSE,TRUE,TRUE,FALSE,2,Naso caesius,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coral reef,unknown",FALSE,10,NA,Average,NA,NA,Sympatric,FALSE,FALSE,TRUE,Chordata_Actinopterygii,Y,E,Y,N,FALSE,TRUE,LOW,PT,FALSE
Nassarius livescens,Nassarius livescens,Nassarius,Gastropoda,Mollusca,Nassarius,"Zou, Shanmei; Li, Qi; Kong, Lingfeng",2012,"Monophyly, Distance and Character-Based Multigene Barcoding Reveal Extraordinary Cryptic Diversity in Nassarius: A Complex and Dangerous Community",PLOS ONE,7,NA,NA,"mtDNA, ITS",2,NA,Sympatric,NA,NA,TRUE,4,17,NA,NA,Pacific,NA,Direct development,"Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",334,1849,2,FALSE,TRUE,TRUE,FALSE,FALSE,2,Nassarius livescens,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Sediment,Accessible,Very low or null,Demersal or benthic,Sympatric,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,TRUE,HIGH,DD,FALSE
Naticarius onca,Naticarius onca,Naticarius,Gastropoda,Mollusca,Naticarius,"Huelsken, Thomas; Waegele, Heike; Peters, Bjoern; Mather, Andrew; Hollmann, Michael",2011,"Molecular analysis of adults and egg masses reveals two independent lineages within the infaunal gastropod Naticarius onca (Roding, 1798) (Caenogastropoda: Naticidae)",MOLLUSCAN RESEARCH,31,141,151,"mtDNA, other nuclear",2,No differentiation,Sympatric,NA,NA,TRUE,11,3,11,3,Australia,NA,"Direct development, Demersal or benthic, Coastal","Soft sediment, Coastal","Demersal or benthic, Coastal",20,1798,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Naticarius onca,FALSE,FALSE,No seq,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,Very low or null,Demersal or benthic,Sympatric,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,TRUE,HIGH,DD,TRUE
Naucrates ductor,Naucrates ductor,Naucrates,Actinopterygii,Chordata,Naucrates,"Hou, G; Chen, WT; Lu, HS; Cheng, F; Xie, SG",2018,"Developing a DNA barcode library for perciform fishes in the South China Sea: Species identification, accuracy and cryptic diversity",MOLECULAR ECOLOGY RESOURCES,18,137,146,mtDNA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,Pacific Ocean,NA,"Planktotroph, pelagic","Coastal, Estuarine",NA,1,1758,3,FALSE,TRUE,TRUE,TRUE,FALSE,3,Naucrates ductor,TRUE,TRUE,mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,"Coastal, Estuarine,NA",FALSE,10,NA,Average,NA,NA,NA,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,NA,LOW,PT,FALSE
Nautilus macromphalus,Nautilus macromphalus,Nautilus,Cephalopoda,Mollusca,Nautilus,"Combosch, DJ; Lemer, S; Ward, PD; Landman, NH; Giribet, G",2017,Genomic signatures of evolution in Nautilus-An endangered living fossil,MOLECULAR ECOLOGY,26,5923,5938,RAD /SNP/-omics (>20 markers),3,NA,Allopatric,NA,NA,NA,33,3,NA,NA,indo-pacific,NA,Direct development,Coral reef,Demersal or benthic,4,1849,2,FALSE,FALSE,TRUE,TRUE,FALSE,2,Nautilus macromphalus,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,Very low or null,Demersal or benthic,Allopatric,NA,NA,NA,Mollusca_Cephalopoda,Y,I,Y,Y,NA,FALSE,HIGH,DD,FALSE
Nautilus pompilius,Nautilus pompilius,Nautilus,Cephalopoda,Mollusca,Nautilus,"Combosch, DJ; Lemer, S; Ward, PD; Landman, NH; Giribet, G",2017,Genomic signatures of evolution in Nautilus-An endangered living fossil,MOLECULAR ECOLOGY,26,5923,5938,RAD /SNP/-omics (>20 markers),3,NA,Allopatric,NA,NA,NA,86,6,NA,NA,indo-pacific,NA,Direct development,Coral reef,Demersal or benthic,4,1758,2,FALSE,FALSE,TRUE,TRUE,FALSE,2,Nautilus pompilius,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,Very low or null,Demersal or benthic,Allopatric,NA,NA,NA,Mollusca_Cephalopoda,Y,I,Y,Y,NA,FALSE,HIGH,DD,FALSE
Navanax aenigmaticus,Navanax aenigmaticus,Navanax,Gastropoda,Mollusca,Navanax,"Ornelas-Gatdula, Elysse; Camacho-Garcia, Yolanda; Schroedl, Michael; Padula, Vinicius; Hooker, Yuri; Gosliner, Terrence M.; Valdes, Angel",2012,"Molecular systematics of the 'Navanax aenigmaticus' species complex (Mollusca, Cephalaspidea): coming full circle",ZOOLOGICA SCRIPTA,41,374,385,"mtDNA, other nuclear",3,No differentiation,Allopatric,NA,NA,NA,55,31,18,13,"Caribbean, Eastern Pacific",Reproductive anatomy examined in an old paper. Larval info not here. Habitat info not clear.,Unknown,"Coastal, Intertidal or tide pools",Demersal or benthic,4,1893,1,FALSE,FALSE,TRUE,FALSE,FALSE,1,Navanax aenigmaticus,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Intertidal or tide pools,Demersal or benthic",TRUE,5,NA,Accessible,NA,Demersal or benthic,Allopatric,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,FALSE,NA,NA,FALSE
Nereis acuminata,Neanthes acuminata,Neanthes,Polychaeta,Annelida,Nereis,"WEINBERG, JR; STARCZAK, VR; MUELLER, C; PESCH, GC; LINDSAY, SM",1990,DIVERGENCE BETWEEN POPULATIONS OF A MONOGAMOUS POLYCHAETE WITH MALE PARENTAL CARE - PREMATING ISOLATION AND CHROMOSOME VARIATION,MARINE BIOLOGY,107,205,213,karyotype,2,NA,Allopatric,Yes,NA,TRUE,NA,2,NA,NA,"Atlantic, Pacific",NA,"Direct development, Brooding","Soft sediment, Coastal, Estuarine","Demersal or benthic, Coastal",86,1868,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Neanthes acuminata,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,10,Sediment,Average,Very low or null,Demersal or benthic,Allopatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,FALSE,HIGH,DD,FALSE
Nemipterus japonicus,Nemipterus japonicus,Nemipterus,Actinopterygii,Chordata,Nemipterus,"Lim, HC; Ahmad, AT; Nuruddin, AA; Nor, SAM",2016,"Cytochrome b gene reveals panmixia among Japanese Threadfin Bream, Nemipterus japonicus (Bloch, 1791) populations along the coasts of Peninsular Malaysia and provides evidence of a cryptic species",MITOCHONDRIAL DNA PART A,27,575,584,mtDNA,2,NA,Allopatric,NA,NA,NA,150,10,NA,NA,indo-pacific,NA,Pelagic,Coastal,"Demersal or benthic, Coastal",26,1791,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Nemipterus japonicus,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,25,NA,Average,Moderate to high,Demersal or benthic,Allopatric,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE,NA,NA,FALSE
Neoamphitrite robusta,Neoamphitrite robusta,Neoamphitrite,Polychaeta,Annelida,Neoamphitrite,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,2,NA,Sympatric,NA,NA,NA,NA,NA,NA,NA,Pacific,NA,Planktotroph,Coastal,Demersal or benthic,13,1901,33,FALSE,TRUE,TRUE,FALSE,FALSE,2,Neoamphitrite robusta,TRUE,TRUE,mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Sympatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,TRUE,NA,NA,FALSE
Petitia occulta sp. n.,Neopetitia occulta,Neopetitia,Polychaeta,Annelida,Neopetitia,"Westheide, W; Hass-Cordes, E",2001,"Molecular taxonomy: description of a cryptic Petitia species (Polychaeta : Syllidae) from the island of Mahe (Seychelles, Indian Ocean) using RAPD markers and ITS2 sequences",JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,39,103,111,"ITS, RAPD",2,No differentiation,Allopatric,No,NA,NA,37,3,20,8,NA,NA,Direct development,"Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",3,2001,1,FALSE,FALSE,TRUE,FALSE,FALSE,1,Neopetitia occulta,FALSE,FALSE,No seq,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Sediment,Accessible,Very low or null,Demersal or benthic,Allopatric,TRUE,FALSE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE,HIGH,DD,TRUE
Neopetrosia proxima,Neopetrosia proxima,Neopetrosia,Demospongiae,Porifera,Neopetrosia,"Vicente, J; Rios, JA; Zea, S; Toonen, RJ",2019,Molecular and morphological congruence of three new cryptic Neopetrosia spp. in the Caribbean,PEERJ,7,NA,NA,"mtDNA, ITS",3,Diagnostic,Sympatric,NA,Yes,TRUE,14,6,25,6,Caribbean,NA,"Planktotroph, Direct development, Brooding","Coral reef, Coastal","Demersal or benthic, Coastal",33,1864,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Neopetrosia proxima,TRUE,TRUE,nuc&mito,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Coastal,Demersal or benthic, Coastal",TRUE,10,NA,Average,Very low or null,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Porifera_Demospongiae,Y,E,N,N,FALSE,TRUE,NA,NA,FALSE
Neosarmatium meinerti,Neosarmatium meinerti,Neosarmatium,Malacostraca,Arthropoda,Neosarmatium,"Ragionieri, Lapo; Cannicci, Stefano; Schubart, Christoph D.; Fratini, Sara",2010,Gene flow and demographic history of the mangrove crab Neosarmatium meinerti: A case study from the western Indian Ocean,ESTUARINE COASTAL AND SHELF SCIENCE,86,179,188,"mtDNA, other nuclear",2,Statistic,Allopatric,NA,NA,TRUE,167,6,NA,8,NA,NA,"Planktotroph, Pelagic","Coastal, mangrove","Demersal or benthic, Coastal",19,1887,1,FALSE,FALSE,TRUE,TRUE,FALSE,2,Neosarmatium meinerti,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, mangrove,Demersal or benthic, Coastal",TRUE,10,NA,Average,Moderate to high,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Arthropoda_Malacostraca,Y,I,Y,Y,TRUE,FALSE,LOW,PT,FALSE
Savignium milleporum,Neotrevathana elongata,Neotrevathana,Thecostraca,Arthropoda,Savignium,"Mokady, O; Brickner, I",2001,Host-associated speciation in a coral-inhabiting barnacle,MOLECULAR BIOLOGY AND EVOLUTION,18,975,981,mtDNA,2,Statistic,Sympatric,Yes,NA,TRUE,33,1,33,1,Red Sea,NA,"Planktotroph, Pelagic","Coral reef, coral hosts",Demersal or benthic,1,1931,1,FALSE,FALSE,TRUE,FALSE,FALSE,1,Neotrevathana elongata,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, coral hosts,Demersal or benthic",TRUE,10,NA,Average,Moderate to high,Demersal or benthic,Sympatric,FALSE,TRUE,FALSE,Arthropoda_Hexanauplia,NA,NA,NA,NA,TRUE,TRUE,LOW,PT,FALSE
Neozanthus uchina,Neozoanthus uchina,Neozoanthus,Anthozoa,Cnidaria,Neozanthus,"Koupaei, AN; Mostafavi, PG; Mehrabadi, JF; Fatemi, SMR; Dehghani, H",2016,"Diversity of shallow water zoantharians in Hengam and Larak Islands, in the Persian Gulf",JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,96,1145,1155,mtDNA,2,No differentiation,Allopatric,NA,NA,NA,2,2,2,2,red sea,NA,Unknown,Coral reef,Demersal or benthic,3,2012,2,NA,NA,NA,NA,NA,NA,Neozoanthus uchina,FALSE,FALSE,No seq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Allopatric,TRUE,FALSE,FALSE,Cnidaria_Anthozoa,Y,E,N,N,TRUE,FALSE,LOW,PT,FALSE
Nephtys punctata,Nephtys punctata,Nephtys,Polychaeta,Annelida,Nephtys,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,3,NA,"Allopatric, Sympatric",NA,NA,NA,NA,NA,NA,NA,"Arctic, Pacific",NA,Unknown,Coastal,Demersal or benthic,67,1938,33,TRUE,TRUE,TRUE,FALSE,FALSE,3,Nephtys punctata,FALSE,FALSE,No seq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,TRUE,NA,NA,FALSE
Nereiphylla castanea,Nereiphylla castanea,Nereiphylla,Polychaeta,Annelida,Nereiphylla,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,2,NA,Allopatric,NA,NA,NA,NA,NA,NA,NA,"Arctic, Pacific",NA,Unknown,Coastal,Demersal or benthic,11,1879,33,TRUE,TRUE,TRUE,TRUE,FALSE,4,Nereiphylla castanea,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,FALSE,NA,NA,FALSE
Nereis denhamensis,Nereis denhamensis,Nereis,Polychaeta,Annelida,Nereis,"Glasby, Christopher J.; Wei, Nu-Wei V.; Gibb, Karen S.",2013,Cryptic species of Nereididae (Annelida : Polychaeta) on Australian coral reefs,INVERTEBRATE SYSTEMATICS,27,245,264,"mtDNA, other nuclear",3,Diagnostic,"Allopatric, Sympatric",NA,Yes,TRUE,26,9,NA,NA,Indo-Pacific,"Australian coral reefs, description and named was done or ongoing",Planktotroph,"Coral reef, Soft sediment, Seagrass, coral rubble","Demersal or benthic, Coastal",230,1913,3,FALSE,FALSE,TRUE,TRUE,FALSE,2,Nereis denhamensis,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Soft sediment, Seagrass, coral rubble,Demersal or benthic, Coastal",TRUE,10,Sediment,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Annelida_Polychaeta,N,B,N,N,FALSE,TRUE,LOW,PT,FALSE
Nereis pelagica,Nereis pelagica,Nereis,Polychaeta,Annelida,Nereis,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,3,NA,"Allopatric, Sympatric, Parapatric",NA,NA,NA,NA,NA,NA,NA,"Atlantic, Arctic, Pacific",NA,Planktotroph,Coastal,Demersal or benthic,230,1758,33,TRUE,TRUE,TRUE,TRUE,FALSE,4,Nereis pelagica,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,TRUE,NA,NA,FALSE
Nothria conchylega,Nothria conchylega,Nothria,Polychaeta,Annelida,Nothria,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,2,NA,Allopatric,NA,NA,NA,NA,NA,NA,NA,"Arctic, Pacific",NA,Unknown,Coastal,Demersal or benthic,21,1835,33,TRUE,TRUE,TRUE,TRUE,FALSE,4,Nothria conchylega,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,FALSE,NA,NA,FALSE
