"NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch"
"Cryptonatica affinis","Cryptonatica affinis","Cryptonatica","Gastropoda","Mollusca",NA,NA,"Cryptonatica","Layton, Kara K. S.; Martel, Andre L.; Hebert, Paul D. N.",2014,"Patterns of DNA Barcode Variation in Canadian Marine Molluscs","PLOS ONE",9,NA,NA,3,1,0,"Mollusca","Genetic","mtDNA",2,NA,"Allopatric",NA,NA,NA,"8","2",NA,NA,"Arctic, Pacific",NA,"Direct development","Soft sediment, Rocky shore, Deep sea, Coastal, Intertidal or tide pools","Demersal or benthic","Cryptonatica affinis","Cryptonatica affinis","Cryptonatica","Gastropoda","Mollusca","other","Cryptonatica affinis",17,1791,"Cryptonatica","Gastropoda","Mollusca",3,1,0,1,1,"8","2",NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,3,288.0030067,38.37299728,49288936.06,100,"Cryptonatica affinis","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Rocky shore, Deep sea, Coastal, Intertidal or tide pools,Demersal or benthic",TRUE,"100","100","Sediment and Rocky","Difficult","Very low or null","Demersal or benthic",NA
"Cryptopsaras couesii","Cryptopsaras couesii","Cryptopsaras","Actinopterygii","Chordata","07/08/2023 17:16",212,"Cryptopsaras","Banon, R; Barros-Garcia, D; Arronte, JC; Comesana, AS; Sanchez-Ruiloba, L; de Carlos, A",2019,"Deep-sea anglerfishes (Lophiiformes: Ceratioidei) from the western North Atlantic: Testing the efficacy of DNA barcodes","JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH",57,"606","622",NA,NA,0,"Fish","Genetic","mtDNA",2,NA,"Allopatric",NA,NA,NA,"22",NA,NA,NA,"atlantic, pacific",NA,"Planktotroph","Deep sea","Pelagic","Cryptopsaras couesii",NA,NA,NA,NA,"other","Cryptopsaras couesii",1,1883,"Cryptopsaras","Actinopterygii","Chordata",1,1,0,1,1,"22","unclear",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,290.0583333,98.39783333,212060443.9,100,"Cryptopsaras couesii","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Deep sea,Pelagic",FALSE,"1000","1000",NA,"Difficult","High","Pelagic",NA
"Ctena bella","Ctena bella","Ctena","Bivalvia","Mollusca","07/01/2023 17:32",141,"Ctena","Taylor, JD; Glover, EA; Smith, L; Ikebe, C; Williams, ST",2016,"New molecular phylogeny of Lucinidae: increased taxon base with focus on tropical Western Atlantic species (Mollusca: Bivalvia)","ZOOTAXA",4196,"381","398",NA,NA,0,"Mollusca","Genetic","mtDNA, ITS",2,NA,"Allopatric",NA,NA,NA,"6","6",NA,NA,"indo-pacific","I don't find this very convincing","Unknown","Soft sediment, Coastal, Coral reef","Demersal or benthic","Ctena bella",NA,NA,NA,NA,"other","Ctena bella",14,1837,"Ctena","Bivalvia","Mollusca",1,1,0,1,1,"6","6",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,188.171433,66.711486,70028146.63,100,"Ctena bella","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Coral reef,Demersal or benthic",TRUE,"10","10","Sediment","Normal",NA,"Demersal or benthic",NA
"Cupuladria biporosa","Cupuladria biporosa","Cupuladria","Gymnolaemata","Bryozoa",NA,NA,"Cupuladria","Herrera-Cubilla, A; Dick, MH; Sanner, J; Jackson, JBC",2006,"Neogene Cupuladriidae of tropical America. I: Taxonomy of recent Cupuladria from opposite sides of the Isthmus of Panama","JOURNAL OF PALEONTOLOGY",80,"245","263",2,1,0,"Bryozoa","Morphological, GENETIC IN A PREVIOUS PAPER","mtDNA (other paper: Dick et al 2003)",5,"Statistic","Sympatric",NA,NA,TRUE,NA,NA,"70","8",NA,NA,"Unknown","Coastal","Demersal or benthic","Cupuladria biporosa","Cupuladria biporosa","Cupuladria","Gymnolaemata","Bryozoa","other","Cupuladria biporosa",20,1923,"Cupuladria","Gymnolaemata","Bryozoa",2,1,0,1,1,NA,NA,"70","8",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Cupuladria biporosa","FALSE","FALSE","No seq","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Cupuladria surinamensis","Cupuladria surinamensis","Cupuladria","Gymnolaemata","Bryozoa",NA,NA,"Cupuladria","Herrera-Cubilla, A; Dick, MH; Sanner, J; Jackson, JBC",2006,"Neogene Cupuladriidae of tropical America. I: Taxonomy of recent Cupuladria from opposite sides of the Isthmus of Panama","JOURNAL OF PALEONTOLOGY",80,"245","263",2,1,0,"Bryozoa","Morphological, GENETIC IN A PREVIOUS PAPER","mtDNA (other paper: Dick et al 2003)",3,"Statistic","Allopatric, sympatric",NA,NA,TRUE,NA,NA,"40","8",NA,NA,"Unknown","Coastal","Demersal or benthic","Cupuladria surinamensis","Cupuladria surinamensis","Cupuladria","Gymnolaemata","Bryozoa","other","Cupuladria surinamensis",20,1975,"Cupuladria","Gymnolaemata","Bryozoa",2,1,0,1,1,NA,NA,"40","8",FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,"Cupuladria surinamensis","TRUE","TRUE","mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Cyanea tzetlinii sp. nov.","Cyanea tzetlinii","Cyanea","Scyphozoa","Cnidaria",NA,NA,"Cyanea","Kolbasova, Glafira D.; Zalevsky, Arthur O.; Gafurov, Azamat R.; Gusev, Philipp O.; Ezhova, Margarita A.; Zheludkevich, Anna A.; Konovalova, Olga P.; Kosobokova, Ksenia N.; Kotlov, Nikita U.; Lanina, Natalia O.; Lapashina, Anna S.; Medvedev, Dmitry O.; Nosikova, Katerina S.; Nuzhdina, Ekaterina O.; Bazykin, Georgii A.; Neretina, Tatyana V.",2015,"A new species of Cyanea jellyfish sympatric to C-capillata in the White Sea","POLAR BIOLOGY",38,"1439","1451",1,1,0,"Cnidaria","Genetic, Morphological","mtDNA, ITS",2,"Diagnostic","Sympatric",NA,NA,TRUE,"49","2","74","2","White Sea",NA,"Pelagic","Pelagic","Pelagic","Cyanea tzetlinii sp. nov.","Cyanea tzetlinii","Cyanea","Scyphozoa","Cnidaria","other","Cyanea tzetlinii",17,2015,"Cyanea","Scyphozoa","Cnidaria",1,1,0,1,1,"49","2","74","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanea tzetlinii","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Cyathura polita","Cyathura polita","Cyathura","Malacostraca","Arthropoda",NA,NA,"Cyathura","PARKER, ED; BURBANCK, WD; BURBANCK, MP; ANDERSON, WW",1981,"GENETIC DIFFERENTIATION AND SPECIATION IN THE ESTUARINE ISOPODS CYATHURA-POLITA AND CYATHURA-BURBANCKI","Estuaries",4,"213","219",1,1,0,"Arthropoda","Genetic","Allozymes",2,NA,"Allopatric, Parapatric",NA,NA,NA,"230","7",NA,NA,"Atlantic",NA,"Brooding","Coastal, Estuarine","Demersal or benthic, Coastal","Cyathura polita","Cyathura polita","Cyathura","Malacostraca","Arthropoda","other","Cyathura polita",21,1856,"Cyathura","Malacostraca","Arthropoda",1,1,0,1,1,"230","7",NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1,23.47989655,19.33300018,1587895.752,100,"Cyathura polita","TRUE","TRUE","mito","Allopatric, Parapatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,"10","10",NA,"Normal","Very low or null","Demersal or benthic",NA
"Cyclothone alba","Cyclothone alba","Cyclothone","Actinopterygii","Chordata",NA,NA,"Cyclothone","Miya, M; Nishida, M",1997,"Speciation in the open ocean","NATURE",389,"803","804",1,1,0,"Fish","Genetic","mtDNA",4,NA,"Allopatric",NA,NA,NA,"41","10",NA,NA,"Global",NA,"Planktotroph, Pelagic","Pelagic","Pelagic","Cyclothone alba","Cyclothone alba","Cyclothone","Actinopterygii","Chordata","other","Cyclothone alba",13,1906,"Cyclothone","Actinopterygii","Chordata",1,1,0,1,1,"41","10",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,297.6453333,84.51996832,187906780.8,100,"Cyclothone alba","TRUE","TRUE","mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Cystodytes dellechiajei","Cystodytes dellechiajei","Cystodytes","Ascidiacea","Chordata",NA,NA,"Cystodytes","Lopez-Legentil, S; Turon, X",2006,"Population genetics, phylogeography and speciation of Cystodytes (Ascidiacea) in the western Mediterranean Sea","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",88,"203","214",1,1,0,"Other chordate (tunicates/lancets)","Genetic, Morphological","mtDNA",8,NA,"Sympatric, Parapatric",NA,NA,NA,"67","7","67","7","Mediterranean",NA,"Brooding, hermaphrodite protandric, brooding embryos, larvae (fusion/fission), probably few hours planctonic (general intro)","Rocky shore","Demersal or benthic, sessile","Cystodytes dellechiajei","Cystodytes dellechiajei","Cystodytes","Ascidiacea","Chordata","other","Cystodytes dellechiajei",22,1877,"Cystodytes","Ascidiacea","Chordata",1,1,0,1,1,"67","7","67","7",FALSE,TRUE,TRUE,TRUE,FALSE,3,270.3819427,95.38169,210612435.8,100,"Cystodytes dellechiajei","TRUE","TRUE","mito","Sympatric, Parapatric",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore,Demersal or benthic, sessile",TRUE,"25","","Rocky","Normal","Very low or null","Demersal or benthic",NA
"Dactylopterus volitans","Dactylopterus volitans","Dactylopterus","Actinopterygii","Chordata","6/15/2023 8:58:00",250,"Dactylopterus","Banon, R; Caballero-Huertas, M; Alonso-Fernandez, A; Barros-Garcia, D; Otero, J; de Carlos, A",2020,"Signals of changes in the ichthyofauna composition of Galician waters (NW Iberian Peninsula)","REGIONAL STUDIES IN MARINE SCIENCE",39,NA,NA,NA,NA,0,"Fish","Genetic","mtDNA",2,NA,"Allopatric",NA,NA,NA,"27",NA,"9",NA,"Atlantic, Mediterranean",NA,"Planktotroph, pelagic","Soft sediment","Demersal or benthic","Dactylopterus volitans",NA,NA,NA,NA,"other","Dactylopterus volitans",1,1758,"Dactylopterus","Actinopterygii","Chordata",1,1,0,1,1,"27",NA,"9",NA,TRUE,TRUE,TRUE,TRUE,FALSE,4,145.369133,105.7947,211377973.6,100,"Dactylopterus volitans","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,"25","","Sediment","Normal","Moderate to high","Demersal or benthic",NA
"Dascyllus abudafur","Dascyllus abudafur","Dascyllus","Actinopterygii","Chordata",NA,NA,"Dascyllus","Borsa, Philippe; Sembiring, Andrianus; Fauvelot, Cecile; Chen, Wei-Jen",2014,"Resurrection of Indian Ocean humbug damselfish, Dascyllus abudafur (Forsskal) from synonymy with its Pacific Ocean sibling, Dascyllus aruanus (L.)","COMPTES RENDUS BIOLOGIES",337,"709","716",1,1,0,"Fish","Genetic, Morphological","mtDNA, microsatellites",2,"Statistic","Allopatric",NA,NA,TRUE,"758","56","175","17","Indo-Pacific","Microsatellite info is in another paper. Larval info not given.","Planktotroph, Demersal or benthic","Coral reef","Demersal or benthic","Dascyllus abudafur","Dascyllus abudafur","Dascyllus","Actinopterygii","Chordata","other","Dascyllus abudafur",11,1775,"Dascyllus","Actinopterygii","Chordata",1,1,0,1,1,"758","56","175","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dascyllus abudafur","TRUE","TRUE","mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Dascyllus trimaculatus","Dascyllus trimaculatus","Dascyllus","Actinopterygii","Chordata",NA,NA,"Dascyllus","Bernardi, G; Holbrook, SJ; Schmitt, RJ; Crane, NL; DeMartini, E",2002,"Species boundaries, populations and colour morphs in the coral reef three-spot damselfish (Dascyllus trimaculatus) species complex","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",269,"599","605",1,1,1,"Fish","Genetic, Morphological","mtDNA, RFLP",3,"No differentiation","Allopatric, Sympatric",NA,NA,NA,"107","8","107","8","Indo-Pacific",NA,"Planktotroph, Pelagic","Coral reef","Demersal or benthic","Dascyllus trimaculatus","Dascyllus trimaculatus","Dascyllus","Actinopterygii","Chordata","other","Dascyllus trimaculatus",11,1829,"Dascyllus","Actinopterygii","Chordata",1,1,1,1,2,"107","8","107","8",FALSE,TRUE,TRUE,TRUE,FALSE,3,202.0888824,64.9055,81343154.79,100,"Dascyllus trimaculatus","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal","Moderate to high","Demersal or benthic",NA
"Dendronotus frondosus","Dendronotus frondosus","Dendronotus","Gastropoda","Mollusca","6/20/2023 6:20:25",27,"Dendronotus","Korshunova, T; Martynov, A; Bakken, T; Picton, B",2017,"External diversity is restrained by internal conservatism: New nudibranch mollusc contributes to the cryptic species problem","ZOOLOGICA SCRIPTA",46,"683","692",NA,NA,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear, 28S is the nuclear marker",NA,NA,"Sympatric",NA,NA,TRUE,"18",NA,NA,NA,"Norway, North Sea, Atlantic Ocean,","high intraspecific diversity makes difficult species diagnostic character finding in this large nudibranche (corroborates my theory)","Planktotroph","Coastal, shallow water","Coastal, shallow water","Dendronotus frondosus",NA,NA,NA,NA,"other","Dendronotus frondosus",29,1774,"Dendronotus","Gastropoda","Mollusca",1,1,0,1,1,"18",NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,83.12631817,21.23562947,29670093.39,100,"Dendronotus frondosus","TRUE","TRUE","nuc&mito","Sympatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal, shallow water,Coastal, shallow water",FALSE,"","",NA,"Normal",NA,NA,NA
"Desmodora campbelli",NA,NA,"Chromadorea","Nematoda","07/05/2023 12:04",104,"Desmodora","Hauquier, F; Leliaert, F; Rigaux, A; Derycke, S; Vanreusel, A",2017,"Distinct genetic differentiation and species diversification within two marine nematodes with different habitat preference in Antarctic sediments","BMC EVOLUTIONARY BIOLOGY",17,NA,NA,NA,NA,0,"Nematoda","Genetic, Morphological","mtDNA, ITS",2,"No differentiation","Sympatric",NA,NA,TRUE,"25","4","25","4","antarctica",NA,"Direct development","Soft sediment","Demersal or benthic","Desmodora campbelli",NA,NA,NA,NA,"other","Desmodora campbelli",NA,NA,"Desmodora","Chromadorea","Nematoda",2,1,0,1,1,"25","4","25","4",FALSE,FALSE,TRUE,TRUE,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,"25","","Sediment","Normal","Very low or null","Demersal or benthic",NA
"Didemnum granulatum","Didemnum granulatum","Didemnum","Ascidiacea","Chordata",NA,NA,"Didemnum","Bouzon, J. L.; Vargas, S. M.; Neto, Oliveira J. F.; Stoco, P. H.; Brandini, F. P.",2014,"Cryptic species and genetic structure in Didemnum granulatum Tokioka, 1954 (Tunicata: Ascidiacea) from the southern Brazilian coast","BRAZILIAN JOURNAL OF BIOLOGY",74,"923","932",1,1,0,"Other chordate (tunicates/lancets)","Genetic, Morphological","mtDNA",2,"Diagnostic","Sympatric",NA,NA,TRUE,"45","4","45","4","Southwestern Atlantic",NA,"Lecithotrophic","Rocky shore, fouling communities","Demersal or benthic, Coastal","Didemnum granulatum","Didemnum granulatum","Didemnum","Ascidiacea","Chordata","other","Didemnum granulatum",240,1954,"Didemnum","Ascidiacea","Chordata",1,1,0,1,1,"45","4","45","4",FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,NA,NA,NA,"Didemnum granulatum","TRUE","TRUE","mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, fouling communities,Demersal or benthic, Coastal",TRUE,"25","25","Rocky","Normal",NA,"Demersal or benthic",NA
"Didemnum molle","Didemnum molle","Didemnum","Ascidiacea","Chordata",NA,NA,"Didemnum","Hirose, Mamiko; Nozawa, Yoko; Hirose, Euichi",2010,"Genetic Isolation among Morphotypes in the Photosymbiotic Didemnid Didemnum molle (Ascidiacea, Tunicata) from the Ryukyus and Taiwan","ZOOLOGICAL SCIENCE",27,"959","964",1,1,1,"Other chordate (tunicates/lancets)","Genetic, Morphological","mtDNA",5,"Diagnostic","Sympatric",NA,NA,TRUE,"48","17","48","17","Pacific",NA,"Lecithotrophic","Coral reef","Demersal or benthic","Didemnum molle","Didemnum molle","Didemnum","Ascidiacea","Chordata","other","Didemnum molle",240,1886,"Didemnum","Ascidiacea","Chordata",1,1,1,1,2,"48","17","48","17",FALSE,TRUE,TRUE,TRUE,FALSE,3,133.9800037,51.57834011,52286754.58,100,"Didemnum molle","TRUE","TRUE","nuc&mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Didemnum vexillum","Didemnum vexillum","Didemnum","Ascidiacea","Chordata","06/01/2023 13:39",223,"Didemnum","Turon, X; Casso, M; Pascual, M; Viard, F",2020,"Looks can be deceiving:Didemnum pseudovexillumsp. nov. (Ascidiacea) in European harbours","MARINE BIODIVERSITY",50,NA,NA,NA,NA,0,"Other chordate (tunicates/lancets)","Genetic, Morphological","mtDNA",2,NA,"Sympatric, syntopy",NA,NA,NA,"8","3","8","3","Brittany France, Atlantic, Spain, Mediterranean",NA,"Pelagic","Rocky shore, Coastal","Demersal or benthic, sessile","Didemnum vexillum",NA,NA,NA,NA,"other","Didemnum vexillum",240,2002,"Didemnum","Ascidiacea","Chordata",1,1,0,1,1,"8","3","8","3",FALSE,TRUE,FALSE,FALSE,FALSE,1,187.4273982,95.79784,142288672.2,100,"Didemnum vexillum","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, sessile",TRUE,"25","25","Rocky","Normal","Moderate to high","Demersal or benthic",NA
"Diloma durvillaea","Diloma durvillaea","Diloma","Gastropoda","Mollusca",NA,NA,"Diloma","Spencer, Hamish G.; Marshall, Bruce A.; Waters, Jonathan M.",2009,"Systematics and phylogeny of a new cryptic species of Diloma Philippi (Mollusca: Gastropoda: Trochidae) from a novel habitat, the bull kelp holdfast communities of southern New Zealand","INVERTEBRATE SYSTEMATICS",23,"19","25",1,1,0,"Mollusca","Genetic, Morphological","mtDNA",2,"Statistic","Sympatric","Yes",NA,TRUE,"34","3","1000",NA,"Pacific",NA,"Lecithotrophic","Rocky shore, Coastal, Intertidal or tide pools, kelp holdfasts","Demersal or benthic, Coastal","Diloma durvillaea","Diloma durvillaea","Diloma","Gastropoda","Mollusca","other","Diloma durvillaea",12,2009,"Diloma","Gastropoda","Mollusca",1,1,0,1,1,"34","3","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diloma durvillaea","TRUE","TRUE","nuc&mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools, kelp holdfasts,Demersal or benthic, Coastal",TRUE,"10","10","Rocky","Easy",NA,"Demersal or benthic",NA
"Diphasia margareta","Diphasia margareta","Diphasia","Hydrozoa","Cnidaria",NA,NA,"Diphasia","Moura, Carlos J.; Cunha, Marina R.; Porteiro, Filipe M.; Rogers, Alex D.",2011,"The use of the DNA barcode gene 16S mRNA for the clarification of taxonomic problems within the family Sertulariidae (Cnidaria, Hydrozoa)","ZOOLOGICA SCRIPTA",40,"520","537",7,1,0,"Cnidaria","Genetic","mtDNA",2,NA,"Allopatric, Sympatric",NA,NA,NA,"4","5",NA,NA,"Atlantic","this is part of a general study thus not many sequences, difficult toassess allopatry, etc.","Unknown","Rocky shore, Deep sea, Coastal, fouling communities","Demersal or benthic","Diphasia margareta","Diphasia margareta","Diphasia","Hydrozoa","Cnidaria","other","Diphasia margareta",32,1841,"Diphasia","Hydrozoa","Cnidaria",7,1,0,1,1,"4","5",NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1,71.97913181,24.937574,34683100.54,100,"Diphasia margareta","TRUE","TRUE","mito","Sympatric, Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Deep sea, Coastal, fouling communities,Demersal or benthic",TRUE,"100","100","Rocky","Difficult",NA,"Demersal or benthic",NA
"Diplosoma listerianum","Diplosoma listerianum","Diplosoma","Ascidiacea","Chordata",NA,NA,"Diplosoma","Perez-Portela, R.; Arranz, V.; Rius, M.; Turon, X.",2013,"Cryptic speciation or global spread? The case of a cosmopolitan marine invertebrate with limited dispersal capabilities","SCIENTIFIC REPORTS",3,NA,NA,1,1,0,"Other chordate (tunicates/lancets)","Genetic, Morphological","mtDNA",4,"No differentiation","Allopatric, Sympatric",NA,NA,NA,"234","14",NA,NA,"Global",NA,"Lecithotrophic","Rocky shore, fouling communities","Demersal or benthic, Coastal","Diplosoma listerianum","Diplosoma listerianum","Diplosoma","Ascidiacea","Chordata","other","Diplosoma listerianum",43,1841,"Diplosoma","Ascidiacea","Chordata",1,1,0,1,1,"234","14",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,235.89824,101.885255,193420963.5,100,"Diplosoma listerianum","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, fouling communities,Demersal or benthic, Coastal",TRUE,"25","25","Rocky","Normal",NA,"Demersal or benthic",NA
"Ditrema jordani","Ditrema jordani","Ditrema","Actinopterygii","Chordata",NA,NA,"Ditrema","Katafuchi, Hiroshi; Kai, Yoshiaki; Nakabo, Tetsuji",2011,"Genetic divergence in Ditrema jordani (Perciformes: Embiotocidae) from the Pacific coast of southern Japan, as inferred from mitochondrial DNA sequences","ICHTHYOLOGICAL RESEARCH",58,"90","94",1,1,0,"Fish","Genetic","mtDNA",2,NA,"Allopatric",NA,NA,NA,"16","6",NA,NA,"Pacific",NA,"viviparous","Coastal, Rocky shore","Coastal","Ditrema jordani","Ditrema jordani","Ditrema","Actinopterygii","Chordata","other","Ditrema jordani",3,1910,"Ditrema","Actinopterygii","Chordata",1,1,0,1,1,"16","6",NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,"Ditrema jordani","TRUE","TRUE","mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal, Rocky shore,Coastal",FALSE,"","","Rocky","Normal",NA,NA,NA
