NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,Group_survey,MainDataType,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,SpeciesName,KeepFATE,gs,yearb,Nb_CScomplex_inArticle,nb_RemainingArticles,nb_RemovedArticles,nb_art,nb_Articles_per_sp,orig_Nig,orig_Nsg,orig_Nim,orig_Nsm,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,NbSitesUsed_r100,SimplifiedName,ncbi,mito,dna,Geo_diff,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,noNeedTaxonSearch,genus,genusBC,Geo_dif3,symp,sympara,allop,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric
Echinolittorina trochoides,Echinolittorina pascua,Echinolittorina,Gastropoda,Mollusca,Echinolittorina,"Reid, DG; Lal, K; Mackenzie-Dodds, J; Kaligis, F; Littlewood, DTJ; Williams, ST",2006,Comparative phylogeography and species boundaries in Echinolittorina snails in the central Indo-West Pacific,JOURNAL OF BIOGEOGRAPHY,33,990,1006,Mollusca,Genetic,"mtDNA, 28S ONLY in some cases (2 nominal species mixed with COI, but distinguished with 28S) so no indeptmarker in general strenghtening COI",5,NA,"Allopatric, Sympatric",NA,NA,TRUE,NA,NA,NA,NA,Central Indo-West Pacific (Tropical),NA,Planktotroph,Intertidal or tide pools,"Demersal or benthic, does nearly sessile (a snail)",Echinolittorina trochoides,other,62,1970,2,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,Echinolittorina pascua,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Intertidal or tide pools,Demersal or benthic, does nearly sessile (a snail)",TRUE,5,NA,Accessible,NA,Demersal or benthic,NA,Echinolittorina,Echinolittorina,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,TRUE
Echinolittorina vidua,Echinolittorina vidua,Echinolittorina,Gastropoda,Mollusca,Echinolittorina,"Reid, DG; Lal, K; Mackenzie-Dodds, J; Kaligis, F; Littlewood, DTJ; Williams, ST",2006,Comparative phylogeography and species boundaries in Echinolittorina snails in the central Indo-West Pacific,JOURNAL OF BIOGEOGRAPHY,33,990,1006,Mollusca,Genetic,"mtDNA, 28S ONLY in some cases (2 nominal species mixed with COI, but distinguished with 28S) so no indeptmarker in general strenghtening COI",6,NA,"Allopatric, Sympatric",NA,NA,TRUE,NA,NA,NA,NA,Central Indo-West Pacific (Tropical),NA,Planktotroph,Intertidal or tide pools,"Demersal or benthic, does nearly sessile (a snail)",Echinolittorina vidua,other,62,1859,2,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Echinolittorina vidua,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Intertidal or tide pools,Demersal or benthic, does nearly sessile (a snail)",TRUE,5,NA,Accessible,NA,Demersal or benthic,NA,Echinolittorina,Echinolittorina,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,TRUE
"Echinometra mathaei, sensu lato",Echinometra mathaei,Echinometra,Echinoidea,Echinodermata,Echinometra,"Rahman, MA; Uehara, T; Pearse, JS",2001,Hybrids of two closely related tropical sea urchins (Genus Echinometra): Evidence against postzygotic isolating mechanisms,BIOLOGICAL BULLETIN,200,97,106,Echinodermata,"Morphological, Ecological, Reproductive","Allozymes, mtDNA (various studies since Matsuoka, 1991)",2,Diagnostic,Sympatric,Yes,NA,TRUE,NA,NA,NA,NA,Pacific,NA,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Echinometra mathaei, sensu lato",other,6,1825,1,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Echinometra mathaei,TRUE,TRUE,nuc&mito,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,NA,Echinometra,Echinometra,Sympatric,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Echinodermata_Echinoidea,Y,E,N,N,FALSE,TRUE
Echinometra oblonga,Echinometra oblonga,Echinometra,Echinoidea,Echinodermata,Echinometra,"Landry, C; Geyer, LB; Arakaki, Y; Uehara, T; Palumbi, SR",2003,Recent speciation in the Indo-West Pacific: rapid evolution of gamete recognition and sperm morphology in cryptic species of sea urchin,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,270,1839,1847,Echinodermata,"Genetic, Reproductive","mtDNA, other nuclear, bindin",2,NA,Allopatric,NA,NA,NA,37,6,NA,NA,NA,NA,Planktotroph,Coral reef,Demersal or benthic,Echinometra oblonga,other,6,1825,1,1,0,1,1,37,6,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,Echinometra oblonga,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,NA,Echinometra,Echinometra,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Echinodermata_Echinoidea,Y,E,N,N,NA,FALSE
Electra pilosa,Electra pilosa,Electra,Gymnolaemata,Bryozoa,Electra,"Nikulina, E. A.; Hanel, R.; Schaefer, P.",2007,Cryptic speciation and paraphyly in the cosmopolitan bryozoan Electra pilosa - Impact of the Tethys closing on species evolution,MOLECULAR PHYLOGENETICS AND EVOLUTION,45,765,776,Bryozoa,Genetic,"mtDNA, other nuclear",2,NA,"Allopatric, Sympatric",NA,NA,TRUE,46,16,NA,8,NA,NA,Planktotroph,encrusting on hard substrate,Demersal or benthic,Electra pilosa,other,23,1767,1,1,0,1,1,46,16,NA,8,TRUE,TRUE,TRUE,TRUE,FALSE,4,100,Electra pilosa,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"encrusting on hard substrate,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,NA,Electra,Electra,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Bryozoa_Gymnolaemata,Y,I,N,N,NA,TRUE
Elops saurus,Elops saurus,Elops,Actinopterygii,Chordata,Elops,"McBride, RS; Horodysky, AZ",2004,Mechanisms maintaining sympatric distributions of two ladyfish (Elopidae : Elops) morphs in the Gulf of Mexico and western North Atlantic Ocean,LIMNOLOGY AND OCEANOGRAPHY,49,1173,1181,Fish,"Morphological, Ecological",not necessary in this case,2,Statistic,Parapatric,NA,NA,TRUE,NA,NA,4597,13,"Caribbean, Atlantic",NA,"Planktotroph, Pelagic","Pelagic, Coastal","Pelagic, Coastal",Elops saurus,other,7,1766,1,1,0,1,1,NA,NA,4597,13,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Elops saurus,TRUE,TRUE,nuc&mito,Paratric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic, Coastal",FALSE,1000,NA,Average,High,Pelagic,NA,Elops,Elops,Allopatric,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE
Elysia japonica,Elysia japonica,Elysia,Gastropoda,Mollusca,Elysia,"Mehrotra, R; Gutierrez, MC; Scott, CM; Arnold, S; Monchanin, C; Chavanich, S",2020,"On the Plakobranchidae (Gastropoda, Sacoglossa) from soft sediment habitats of Koh Tao, Gulf of Thailand, with descriptions of two new species",ZOOKEYS,NA,85,121,Mollusca,"Genetic, Morphological","mtDNA, other nuclear, Histone H3 (OK varies apparently)",NA,NA,NA,NA,NA,NA,26,9,26,9,"Thailand, Indo-Pacific Ocean (Gulf of Thailand, south China Sea)",NA,Unknown,"Soft sediment, shallow (1-25 m sampling)","Demersal or benthic, Coastal",Elysia japonica,other,102,1913,2,1,0,1,1,26,9,26,9,NA,NA,NA,NA,NA,NA,NA,Elysia japonica,FALSE,FALSE,No seq,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, shallow (1-25 m sampling),Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,NA,Elysia,Elysia,NA,FALSE,FALSE,FALSE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,NA
Emerita talpoida,Emerita talpoida,Emerita,Malacostraca,Arthropoda,Emerita,"Tam, YK; Kornfield, I; Ojeda, FP",1996,"Divergence and zoogeography of mole crabs, Emerita spp (Decapoda: Hippidae), in the Americas",MARINE BIOLOGY,125,489,497,Arthropoda,Genetic,mtDNA,2,NA,Allopatric,NA,NA,NA,9,3,NA,NA,"gulf of Mexico, Atlantic",NA,"Planktotroph, Pelagic","Soft sediment, Coastal","Demersal or benthic, Coastal",Emerita talpoida,other,11,1818,1,1,0,1,1,9,3,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Emerita talpoida,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,Moderate to high,Demersal or benthic,NA,Emerita,Emerita,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,FALSE
Encrasicholina heteroloba,Encrasicholina heteroloba,Encrasicholina,Actinopterygii,Chordata,Encrasicholina,"Gangan, SS; Pavan-Kumar, A; Jaiswar, AK",2019,Multigene barcoding and phylogeny of selected Engraulidae species,MITOCHONDRIAL DNA PART A,30,548,555,Fish,Genetic,mtDNA,3,NA,unclear,NA,NA,NA,NA,NA,NA,NA,indian ocean,"The CS are found by comparing the sequences in this study to other barcode bins in BOLD. THEREFORE we don't know how many individuals or sites were analyzed. In this study, all taxa are monophyletic - they just aren't monophyletic with published data, which aren't described clearly here.","Planktotroph, Pelagic","Pelagic, Coastal",Pelagic,Encrasicholina heteroloba,other,9,1837,5,1,0,1,1,unclear,unclear,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,100,Encrasicholina heteroloba,TRUE,TRUE,nuc&mito,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Encrasicholina,Encrasicholina,NA,FALSE,FALSE,FALSE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,NA
Encrasicholina punctifer,Encrasicholina punctifer,Encrasicholina,Actinopterygii,Chordata,Encrasicholina,"Gangan, SS; Pavan-Kumar, A; Jaiswar, AK",2019,Multigene barcoding and phylogeny of selected Engraulidae species,MITOCHONDRIAL DNA PART A,30,548,555,Fish,Genetic,mtDNA,2,NA,unclear,NA,NA,NA,NA,NA,NA,NA,indian ocean,"The CS are found by comparing the sequences in this study to other barcode bins in BOLD. THEREFORE we don't know how many individuals or sites were analyzed. In this study, all taxa are monophyletic - they just aren't monophyletic with published data, which aren't described clearly here.","Planktotroph, Pelagic","Pelagic, Coastal",Pelagic,Encrasicholina punctifer,other,9,1938,5,1,0,1,1,unclear,unclear,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Encrasicholina punctifer,TRUE,TRUE,nuc&mito,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Encrasicholina,Encrasicholina,NA,FALSE,FALSE,FALSE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,NA
Engraulis encrasicolus,Engraulis encrasicolus,Engraulis,Actinopterygii,Chordata,Engraulis,"Borsa, P; Collet, A; Durand, JD",2004,Nuclear-DNA markers confirm the presence of two anchovy species in the Mediterranean,COMPTES RENDUS BIOLOGIES,327,1113,1123,Fish,"Genetic, Morphological, Ecological",other nuclear,2,Statistic,"Sympatric, Parapatric",Yes,NA,TRUE,1281,24,86,5,Mediterranean,larval info not given.,"Direct development, Coastal",Pelagic,Pelagic,Engraulis encrasicolus,other,9,1758,1,1,1,1,2,1281,24,86,5,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Engraulis encrasicolus,TRUE,TRUE,nuc&mito,"Sympatric, Parapatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Engraulis,Engraulis,"Sympatric, Allopatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,TRUE
Patelloida profunda,Eoacmaea profunda,Eoacmaea,Gastropoda,Mollusca,Patelloida,"Kirkendale, LA; Meyer, CP",2004,Phylogeography of the Patelloida profunda group (Gastropoda : Lottidae): diversification in a dispersal-driven marine system,MOLECULAR ECOLOGY,13,2749,2762,Mollusca,Genetic,mtDNA,5,NA,Allopatric,NA,NA,NA,64,7,NA,8,NA,Large phylogeographic study. It's not entirely clear how many new ESUs there are.,Lecithotrophic,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Patelloida profunda,other,13,1863,1,1,0,1,1,64,7,NA,8,FALSE,FALSE,TRUE,TRUE,FALSE,2,NA,Eoacmaea profunda,TRUE,TRUE,mito,Allopatric,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,NA,Eoacmaea,Patelloida,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,FALSE
Epimeria cornigera,Epimeria (Epimeria) cornigera,Epimeria,Malacostraca,Arthropoda,Epimeria,"Beermann, J; Westbury, MV; Hofreiter, M; Hilgers, L; Deister, F; Neumann, H; Raupach, MJ",2018,"Cryptic species in a well-known habitat: applying taxonomics to the amphipod genus Epimeria (Crustacea, Peracarida)",SCIENTIFIC REPORTS,8,NA,NA,Arthropoda,"Genetic, Morphological","mtDNA, other nuclear, 28S is the nuclear marker and does not vary (check many other cases, same when histones are used probably)",NA,NA,NA,NA,NA,NA,NA,80,NA,80,North Sea,NA,Unknown,Soft sediment,Coastal,Epimeria cornigera,other,89,1779,1,1,0,1,1,NA,80,NA,80,TRUE,TRUE,FALSE,TRUE,FALSE,3,100,Epimeria cornigera,TRUE,TRUE,nuc&mito,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Soft sediment,Coastal",FALSE,NA,Sediment,Average,NA,NA,NA,Epimeria,Epimeria,NA,FALSE,FALSE,FALSE,NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,NA
Epinephelus merra,Epinephelus merra,Epinephelus,Actinopterygii,Chordata,Epinephelus,"Qu, M; Tang, W; Liu, QH; Wang, DX; Ding, SX",2018,Genetic diversity within grouper species and a method for interspecific hybrid identification using DNA barcoding and RYR3 marker,MOLECULAR PHYLOGENETICS AND EVOLUTION,121,46,51,Fish,Genetic,"mtDNA, other nuclear",3,NA,Allopatric,NA,NA,NA,23,10,NA,NA,indo-pacific,NA,"Planktotroph, pelagic, coral reef","Pelagic, Coastal",Coastal,Epinephelus merra,other,87,1793,4,1,0,1,1,23,10,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Epinephelus merra,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pelagic, Coastal,Coastal",FALSE,1000,NA,Average,Moderate to high,NA,NA,Epinephelus,Epinephelus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE
Epinephelus ongus,Epinephelus ongus,Epinephelus,Actinopterygii,Chordata,Epinephelus,"Qu, M; Tang, W; Liu, QH; Wang, DX; Ding, SX",2018,Genetic diversity within grouper species and a method for interspecific hybrid identification using DNA barcoding and RYR3 marker,MOLECULAR PHYLOGENETICS AND EVOLUTION,121,46,51,Fish,Genetic,"mtDNA, other nuclear",3,NA,Allopatric,NA,NA,NA,21,8,NA,NA,indo-pacific,NA,"Planktotroph, pelagic, coral reef","Pelagic, Coastal",Coastal,Epinephelus ongus,other,87,1790,4,1,0,1,1,21,8,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Epinephelus ongus,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pelagic, Coastal,Coastal",FALSE,1000,NA,Average,Moderate to high,NA,NA,Epinephelus,Epinephelus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE
Epinephelus polyphekadion,Epinephelus polyphekadion,Epinephelus,Actinopterygii,Chordata,Epinephelus,"Qu, M; Tang, W; Liu, QH; Wang, DX; Ding, SX",2018,Genetic diversity within grouper species and a method for interspecific hybrid identification using DNA barcoding and RYR3 marker,MOLECULAR PHYLOGENETICS AND EVOLUTION,121,46,51,Fish,Genetic,"mtDNA, other nuclear",3,NA,Allopatric,NA,NA,NA,9,5,NA,NA,indo-pacific,NA,"Planktotroph, pelagic, coral reef","Pelagic, Coastal",Coastal,Epinephelus polyphekadion,other,87,1849,4,1,0,1,1,9,5,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Epinephelus polyphekadion,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pelagic, Coastal,Coastal",FALSE,1000,NA,Average,Moderate to high,NA,NA,Epinephelus,Epinephelus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE
Etelis carbunculus,Etelis carbunculus,Etelis,Actinopterygii,Chordata,Etelis,"Andrews, KR; Williams, AJ; Fernandez-Silva, I; Newman, SJ; Copus, JM; Wakefield, CB; Randall, JE; Bowen, BW",2016,Phylogeny of deepwater snappers (Genus Etelis) reveals a cryptic species pair in the Indo-Pacific and Pleistocene invasion of the Atlantic,MOLECULAR PHYLOGENETICS AND EVOLUTION,100,361,371,Fish,"Genetic, Morphological","mtDNA, other nuclear",2,Diagnostic,"Allopatric, Sympatric",NA,NA,TRUE,1696,14,385,5,Indo-pacific,NA,"Planktotroph, Pelagic",Deep sea,Demersal or benthic,Etelis carbunculus,other,4,1828,1,1,0,1,1,1696,14,385,5,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Etelis carbunculus,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,NA,Inaccessible,Moderate to high,Demersal or benthic,NA,Etelis,Etelis,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Chordata_Actinopterygii,Y,E,Y,N,FALSE,TRUE
Eteone longa,Eteone longa,Eteone,Polychaeta,Annelida,Eteone,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,annelida,Genetic,mtDNA,4,NA,Sympatric,NA,NA,NA,NA,NA,NA,NA,Arctic,NA,Planktotroph,Coastal,Demersal or benthic,Eteone longa,other,32,1780,33,1,0,1,1,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,3,100,Eteone longa,TRUE,TRUE,nuc&mito,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,Eteone,Eteone,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,TRUE
Eucalanus hyalinus s.l.,Eucalanus hyalinus,Eucalanus,Copepoda,Arthropoda,Eucalanus,"Goetze, E; Bradford-Grieve, J",2005,"Genetic and morphological description of Eucalanus spinifer T. Scott, 1894 (Calanoida : Eucalanidae), a circumglobal sister species of the copepod E hyalinus ss (Claus, 1866)",PROGRESS IN OCEANOGRAPHY,65,55,87,Arthropoda,"Genetic, Morphological","mtDNA, ITS",2,Statistic,Sympatric,NA,NA,TRUE,158,31,162,8,NA,NA,"Pelagic, Direct development, Brooding",Pelagic,Pelagic,Eucalanus hyalinus s.l.,other,5,1866,1,1,0,1,1,158,31,162,8,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Eucalanus hyalinus,TRUE,TRUE,nuc&mito,Sympatric,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Eucalanus,Eucalanus,Sympatric,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Arthropoda_Hexanauplia,NA,NA,NA,NA,TRUE,TRUE
Eucinostomus argenteus,Eucinostomus argenteus,Eucinostomus,Actinopterygii,Chordata,Eucinostomus,"Jacobina, UP; Torres, RA; Affonso, PRAD; dos Santos, EV; Calado, LL; Bitencourt, JD",2020,DNA barcoding reveals cryptic diversity and peculiar phylogeographic patterns in mojarras (Perciformes: Gerreidae) from the Caribbean and South-western Atlantic,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,100,277,283,Fish,Genetic,mtDNA,2,NA,Allopatric,NA,NA,NA,91,NA,NA,NA,atlantic,NA,"Planktotroph, coastal","Coastal, Estuarine","Pelagic, Coastal",Eucinostomus argenteus,other,10,1855,4,1,0,1,1,91,unclear,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Eucinostomus argenteus,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Coastal, Estuarine,Pelagic, Coastal",FALSE,1000,NA,Average,High,Pelagic,NA,Eucinostomus,Eucinostomus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE
Eucinostomus gula,Eucinostomus gula,Eucinostomus,Actinopterygii,Chordata,Eucinostomus,"Jacobina, UP; Torres, RA; Affonso, PRAD; dos Santos, EV; Calado, LL; Bitencourt, JD",2020,DNA barcoding reveals cryptic diversity and peculiar phylogeographic patterns in mojarras (Perciformes: Gerreidae) from the Caribbean and South-western Atlantic,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,100,277,283,Fish,Genetic,mtDNA,2,NA,Allopatric,NA,NA,NA,57,NA,NA,NA,atlantic,NA,"Planktotroph, coastal","Coastal, Estuarine","Pelagic, Coastal",Eucinostomus gula,other,10,1824,4,1,0,1,1,57,unclear,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,4,100,Eucinostomus gula,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Coastal, Estuarine,Pelagic, Coastal",FALSE,1000,NA,Average,High,Pelagic,NA,Eucinostomus,Eucinostomus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE
Eucinostomus harengulus,Eucinostomus harengulus,Eucinostomus,Actinopterygii,Chordata,Eucinostomus,"Jacobina, UP; Torres, RA; Affonso, PRAD; dos Santos, EV; Calado, LL; Bitencourt, JD",2020,DNA barcoding reveals cryptic diversity and peculiar phylogeographic patterns in mojarras (Perciformes: Gerreidae) from the Caribbean and South-western Atlantic,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,100,277,283,Fish,Genetic,mtDNA,2,NA,unclear,NA,NA,NA,88,NA,NA,NA,atlantic,NA,Unknown,"Coastal, Estuarine","Pelagic, Coastal",Eucinostomus harengulus,other,10,1879,4,1,0,1,1,88,unclear,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Eucinostomus harengulus,TRUE,TRUE,mito,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Coastal, Estuarine,Pelagic, Coastal",FALSE,1000,NA,Average,High,Pelagic,NA,Eucinostomus,Eucinostomus,NA,FALSE,FALSE,FALSE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,NA
