Species	Phylum	IsInSurvey	year
Janirella_latifrons	Arthropoda	No	1972
Ophioplinthaca_monitor	EchiNodermata	No	1930
Diopederma_daniana	EchiNodermata	No	NA
Parandaniexis_dewitti	Arthropoda	No	NA
Lycenchelys_xanthoptera	Chordata	No	1991
Terebratulina_meridionalis	Brachiopoda	No	1952
Cephalopholis_oligosticta	Chordata	No	NA
Ecteinascidia_thurstoni	Chordata	No	1890
Synasterope_phalanx	Arthropoda	No	1989
Acantholaimus_gigantasetosus	Nematoda	No	1985
Hyalonema_(Prionema)_spiNosum	Porifera	No	NA
Hyalonema_(Paradisconema)_alcocki	Porifera	No	NA
Jaspis_salvadori	Porifera	No	1973
Tedania_(Tedaniopsis)_infundibuliformis	Porifera	No	NA
Waltherarndtia_caliculatum	Porifera	No	NA
Holopsamma_simplex	Porifera	No	NA
Higginsia_pulcherrima	Porifera	No	1993
Dendya_tripodifera	Porifera	No	NA
Leucandra_phillipensis	Porifera	No	1893
Cyclocardia_Novangliae	Mollusca	No	NA
Ammonemertes_erseusi	Nemertea	No	1990
Geodia_megastrella	Porifera	No	1876
Jaspis_johnstonii	Porifera	No	NA
Spinimuricea_klavereni	Cnidaria	No	NA
Bathylaimus_filicaudatus	Nematoda	No	NA
Daptonema_pseudotortum	Nematoda	No	NA
Euaugaptilus_rectus	Arthropoda	No	NA
Lysmata_nilita	Arthropoda	No	1950
Eudorella_spitzbergensis	Arthropoda	No	NA
Margaretta_cereoides	Bryozoa	No	NA
Arachnidium_clavatum	Bryozoa	No	1877
HalichaetoNotus_aculifer	Gastrotricha	No	NA
Brisinga_hirsuta	EchiNodermata	No	1894
Microstomum_bioculatum	Platyhelminthes	No	1984
Nuculana_caudata	Mollusca	No	NA
Halecium_scutum	Cnidaria	No	NA
Oerstedia_esbenseni	Nemertea	No	NA
CosciNoderma_lanuga	Porifera	No	1936
Callyspongia_(Callyspongia)_eschrichtii	Porifera	No	NA
Xestospongia_menzeli	Porifera	No	NA
Strongylamma_wilsoni	Porifera	No	NA
Corallistes_thomasi	Porifera	No	1888
Diplosoma_longinquum	Chordata	No	NA
Caphyra_unidentata	Arthropoda	No	NA
Macandrevia_africana	Brachiopoda	No	1975
Ekelofia_oculata	Arthropoda	No	NA
Ophiopsammus_anchista	EchiNodermata	No	NA
Lissoclinum_vareau	Chordata	No	1987
Styela_changa	Chordata	No	1983
Pseudione_tattersalli	Arthropoda	No	1923
Panetela_wolffi	Arthropoda	No	1981
Gnathia_ubatuba	Arthropoda	No	1996
Stylomesus_simplex	Arthropoda	No	1962
Diplogrammus_gruveli	Chordata	No	NA
Cheilodactylus_variegatus	Chordata	No	NA
Archamia_flavofasciata	Chordata	No	2003
Pachyseris_foliosa	Cnidaria	No	1990
Paralvinella_bactericola	Annelida	No	1991
Spio_maciolekae	Annelida	No	1996
Dentatisyllis_uebelackerae	Annelida	No	1998
Cephalophanes_tectus	Arthropoda	No	NA
Pontellina_sobrina	Arthropoda	No	NA
Pagurodofleinia_doederleini	Arthropoda	No	NA
Astropecten_imbellis	EchiNodermata	No	1883
Hyalonema_(Ijimaonema)_aculeatum	Porifera	No	NA
Reteporellina_prominens	Bryozoa	No	1928
Petrarca_okadai	Arthropoda	No	NA
Anacithara_propinqua	Mollusca	No	NA
Mursia_aspera	Arthropoda	No	1899
Ebalia_hancocki	Arthropoda	No	1933
Linnaeoxantho_acanthomerus	Arthropoda	No	NA
Pinnixa_longipes	Arthropoda	No	NA
Scutellastra_aphanes	Mollusca	No	NA
CliNocythereis_australis	Arthropoda	No	1991
Coluzea_gomphos	Mollusca	No	NA
TrigoNostoma_thysthlon	Mollusca	No	NA
Calloporina_sculpta	Bryozoa	No	1929
Myriozoum_tenue	Bryozoa	No	1923
Discias_musicus	Arthropoda	No	1981
Laemodonta_siamensis	Mollusca	No	NA
Emarginula_gabensis	Mollusca	No	NA
Pterygotrigla_gomoni	Chordata	No	2012
Alexandrella_mixta	Arthropoda	No	NA
Thalassomermis_megamphis	Nematoda	No	1997
Munida_atarapa	Arthropoda	No	2013
TrypaNobia_depressa	Annelida	No	NA
Tristichotrochus_multiliratus	Mollusca	No	NA
Scleroplax_tubicola	Arthropoda	No	NA
CribriNopsis_crassa	Cnidaria	No	NA
Makrokylindrus_(Adiastylis)_insignis	Arthropoda	No	NA
Hippomonavella_borealis	Bryozoa	No	NA
Macrodasys_caudatus	Gastrotricha	No	1927
PhaNoderma_laticolle	Nematoda	No	NA
Epacanthion_pellucidum	Nematoda	No	1959
Buccinum_micropoma	Mollusca	No	1944
Alvania_scrobiculata	Mollusca	No	NA
Palmyra_aurifera	Annelida	No	1818
Gastrosaccus_brevifissura	Arthropoda	No	1952
Hippospongia_mauritiana	Porifera	No	NA
Phakellia_lamelligera	Porifera	No	1904
Microxina_simplex	Porifera	No	1916
Crambe_erecta	Porifera	No	1993
Crella_shimonii	Porifera	No	1993
Molgula_robini	Chordata	No	1983
Kelliella_biscayensis	Mollusca	No	2001
Campylaspis_exarata	Arthropoda	No	NA
Octacnemus_zarcoi	Chordata	No	1984
Ancilla_cinnamomea	Mollusca	No	1801
Ringicula_arctata	Mollusca	No	NA
Rhynchonema_hirsutum	Nematoda	No	1961
Desmoscolex_abyssorum	Nematoda	No	1984
Nebaliella_antarctica	Arthropoda	No	NA
Hedgpethia_californica	Arthropoda	No	NA
Ophiarachnella_megalaspis	EchiNodermata	No	1911
Metagathotanais_loerzae	Arthropoda	No	2003
Collettea_wilsoni	Arthropoda	No	1999
Microcosmus_planus	Chordata	No	1975
Serolis_gracilis	Arthropoda	No	1884
Thermaloniscus_cotylophorus	Arthropoda	No	1983
Vanhoeffenura_bicornis	Arthropoda	No	1957
Sursumura_praegrandis	Arthropoda	No	1968
Diaphus_minax	Chordata	No	NA
Porogadus_nudus	Chordata	No	NA
Zoarchias_microstomus	Chordata	No	1995
ActiNostola_kerguelensis	Cnidaria	No	NA
Stichopathes_regularis	Cnidaria	No	1909
Haloclava_brevicornis	Cnidaria	No	NA
Ancorabolus_ilvae	Arthropoda	No	NA
Acentronura_breviperula	Chordata	No	NA
Iniistius_bimaculatus	Chordata	No	NA
Praealtus_paralbida	Mollusca	No	NA
Rhamphobrachium_(Spinigerium)_pettiboneae	Annelida	No	NA
Rhamphobrachium_verngreni	Annelida	No	NA
Sepia_thurstoni	Mollusca	No	1966
ThamNomolgus_Nodulus	Arthropoda	No	1990
Xarifia_clavellata	Arthropoda	No	1985
Parapagurus_holthuisi	Arthropoda	No	1989
Microphoxus_uroserratus	Arthropoda	No	2002
Uroptychus_jamaicensis	Arthropoda	No	1902
Munidopsis_colombiana	Arthropoda	No	1971
Cerithidium_perparvulum	Mollusca	No	NA
ProsadeNoporus_enalios	Nemertea	No	NA
Cardiomya_pinna	Mollusca	No	1908
Turbo_fluctuosus	Mollusca	No	NA
Cyclostremiscus_dalli	Mollusca	No	NA
Turbonilla_punicea	Mollusca	No	NA
Turbonilla_wrightsvillensis	Mollusca	No	NA
Cyprideis_bensoni	Arthropoda	No	NA
Ampelisca_hessleri	Arthropoda	No	1982
Conus_poormani	Mollusca	No	NA
Paroriza_grevei	EchiNodermata	No	1956
Zibrowia_auriculata	Arthropoda	No	NA
Myomenippe_hardwickii	Arthropoda	No	NA
Harbansus_mayeri	Arthropoda	No	1978
Philomedes_hirutai	Arthropoda	No	1984
Xylocythere_pointillissima	Arthropoda	No	1987
Petraliella_concinna	Bryozoa	No	NA
Alpheus_platyunguiculatus	Arthropoda	No	NA
Alpheus_pseudopugnax	Arthropoda	No	NA
Nassarius_filosus	Mollusca	No	NA
Pseudotorinia_panamensis	Mollusca	No	NA
Obelia_spongicola	Cnidaria	No	2011
Murex_scolopax	Mollusca	No	NA
Tropaeas_strigulata	Mollusca	No	NA
Idatellina_idae	Mollusca	No	NA
Strigatella_vexillum	Mollusca	No	NA
Speziorchestia_tucurauna	Arthropoda	No	1864
Apherusa_ruffoi	Arthropoda	No	NA
Lucicutia_longispina	Arthropoda	No	1963
Metahuntemannia_triarticulata	Arthropoda	No	1985
Euchromadora_striata	Nematoda	No	1886
Microlaimus_microseta	Nematoda	No	1953
Sclerasterias_neglecta	EchiNodermata	No	1891
Jujubinus_guanchus	Mollusca	No	1985
Thylacorhynchus_pyriferus	Platyhelminthes	No	1950
Grahamius_odhneri	Nematoda	No	1959
Haliclona_translucida	Porifera	No	1990
Calyx_podatypa	Porifera	No	NA
Oceanapia_cribrirhina	Porifera	No	NA
Strongylodesma_areolata	Porifera	No	1969
Iophon_indentatus	Porifera	No	1904
EchiNoclathria_translata	Porifera	No	NA
Mycale_(Carmia)_mytilorum	Porifera	No	NA
Stelodoryx_multidentata	Porifera	No	NA
Geodia_spheranthastra	Porifera	No	1993
Discodermia_dissoluta	Porifera	No	1880
Tetilla_disigmata	Porifera	No	1964
Poliopogon_mendociNo	Porifera	No	1999
Bathygobius_albopunctatus	Chordata	No	NA
Urothoe_serrulidactylus	Arthropoda	No	NA
Alcockia_rostrata	Chordata	No	NA
Alloblennius_anuchalis	Chordata	No	NA
Molgolaimus_abyssorum	Nematoda	No	1996
Discradisca_antillarum	Brachiopoda	No	NA
Hyssura_vimsae	Arthropoda	No	NA
Janiralata_rajata	Arthropoda	No	1951
Paramunna_walvisensis	Arthropoda	No	2004
Anilocra_amboinensis	Arthropoda	No	1881
Himantolophus_multifurcatus	Chordata	No	1988
Eustomias_triramis	Chordata	No	NA
Ostichthys_sheni	Chordata	No	1990
Parapercis_signata	Chordata	No	NA
Scartelaos_gigas	Chordata	No	NA
Aglaophenia_diegensis	Cnidaria	No	NA
Turritopsis_miNor	Cnidaria	No	NA
Spinacopia_octo	Arthropoda	No	1970
Boccardia_berkeleyorum	Annelida	No	1971
Pholadiphila_turnerae	Annelida	No	1992
Phaetusa_simplex	Chordata	No	NA
Nemesis_pallida	Arthropoda	No	NA
Laophonte_wiltoni	Arthropoda	No	NA
Ceramaster_smithi	EchiNodermata	No	1913
Axiopsis_pica	Arthropoda	No	2003
Hyalopecten_neoceanicus	Mollusca	No	NA
Munida_laevis	Arthropoda	No	1993
Phylladiorhynchus_nudus	Arthropoda	No	2008
Acartia_(Acanthacartia)_pietschmani	Arthropoda	No	NA
EchiNogurges_tuberculatus	Mollusca	No	1991
Cytherella_pandora	Arthropoda	No	1963
Calcarovula_piragua	Mollusca	No	NA
Lienardia_strombillum	Mollusca	No	NA
Skogsbergiella_plocus	Arthropoda	No	1975
Lottia_langfordi	Mollusca	No	NA
Grania_hylae	Annelida	No	1999
Pagodula_carinata	Mollusca	No	NA
Notopontonia_platycheles	Arthropoda	No	1991
Tegula_brunnea	Mollusca	No	NA
Harpiniopsis_tarasovi	Arthropoda	No	NA
Neilonella_kuroshimaensis	Mollusca	No	2011
Altivasum_flindersi	Mollusca	No	1914
StellettiNopsis_laviniensis	Porifera	No	NA
Emarginella_eximia	Mollusca	No	NA
Axinyssa_yumae	Porifera	No	NA
Saltipedis_(Saltipedis)_paulensis	Arthropoda	No	NA
Marinula_parva	Mollusca	No	NA
Cystiscus_bucca	Mollusca	No	NA
Bathypathes_robusta	Cnidaria	No	NA
Vitrum_mjoebergi	Chordata	No	1919
Dellius_georgianus	Mollusca	No	NA
PrimNoisis_tasmani	Cnidaria	No	2016
Bathytormus_radiatus	Mollusca	No	NA
ONoba_hebes	Mollusca	No	NA
Anser_indicus	Chordata	No	NA
Dispio_africana	Annelida	No	NA
Turbinaria_cylindrica	Cnidaria	No	1960
Trichocerca_bidens	Rotifera	No	NA
Callyspongia_(Callyspongia)_burtoni	Porifera	No	NA
Tryphosites_alleni	Arthropoda	No	1911
Pasiphaea_liocerca	Arthropoda	No	1940
Proameira_psammophila	Arthropoda	No	1963
Leptanthura_victori	Arthropoda	No	1985
Iophon_terraNovae	Porifera	No	2000
Peniagone_incerta	EchiNodermata	No	NA
Stenetrium_quinquedens	Arthropoda	No	2002
Mysidetes_halope	Arthropoda	No	1986
Eclysis_similis	Arthropoda	No	1932
Parapallene_bermudensis	Arthropoda	No	NA
Achelia_japonica	Arthropoda	No	NA
Eurycope_alia	Arthropoda	No	1982
Antennuloniscus_subellipticus	Arthropoda	No	1968
Bourbonanthura_vaitapensis	Arthropoda	No	1993
Melamphaes_macrocephalus	Chordata	No	NA
Leptostomias_leptobolus	Chordata	No	NA
Salanx_ariakensis	Chordata	No	NA
Eutima_sapinhoa	Cnidaria	No	1975
Octophialucium_solidum	Cnidaria	No	NA
Lepidopora_decipiens	Cnidaria	No	NA
Astrocles_actiNodetus	EchiNodermata	No	1917
Ophelia_profunda	Annelida	No	1965
Pseudofabriciola_longa	Annelida	No	1990
Sepia_confusa	Mollusca	No	1916
Parmursa_fimbriata	Tardigrada	No	1984
Kroyeria_dispar	Arthropoda	No	NA
Nanaspis_boholensis	Arthropoda	No	1980
Robertsonia_adduensis	Arthropoda	No	NA
StegNobrisinga_gracilis	EchiNodermata	No	NA
Encentrum_freNoti	Rotifera	No	2002
Hofstenia_miamia	Xenacoelomorpha	No	NA
Polycanthus_torosus	Xenacoelomorpha	No	2003
Solen_thachi	Mollusca	No	2002
Proceraea_hanssoni	Annelida	No	2004
Caribachlamys_mildredae	Mollusca	No	NA
Haptosquilla_stoliura	Arthropoda	No	1886
Turbo_angelvaldesi	Mollusca	No	NA
Triphora_ellyae	Mollusca	No	1988
Microcythere_howei	Arthropoda	No	NA
Ampithoe_plumulosa	Arthropoda	No	1938
Aulacolambrus_whitei	Arthropoda	No	NA
Heteropilumnus_sasekumari	Arthropoda	No	NA
Magdalemitra_gilesorum	Mollusca	No	1974
Loxoconcha_dampierensis	Arthropoda	No	1978
Basslerites_liebaui	Arthropoda	No	1978
Periclimenaeus_diplosomatis	Arthropoda	No	1980
Ellisina_levata	Bryozoa	No	NA
Balanetta_cylichnella	Mollusca	No	NA
Callianassa_batei	Arthropoda	No	NA
Cosmioconcha_pergracilis	Mollusca	No	NA
Periclimenes_carinidactylus	Arthropoda	No	1969
Heptacarpus_stimpsoni	Arthropoda	No	1947
Helicogorgia_spiralis	Cnidaria	No	NA
Ocnus_diomedeae	EchiNodermata	No	1976
Tetradeion_dampieri	Arthropoda	No	NA
Knysmetopa_grandimana	Arthropoda	No	NA
Schwartziella_leucophanes	Mollusca	No	NA
Histampica_rugosa	EchiNodermata	No	NA
Spirolaxis_cornuammonis	Mollusca	No	NA
Iniforis_ordinata	Mollusca	No	NA
Stylissa_verNonensis	Porifera	No	NA
Paraphelliactis_spiNosa	Cnidaria	No	NA
Pseudobiceros_pardalis	Platyhelminthes	No	1900
Ascaltis_gardineri	Porifera	No	NA
Halomonhystera_bathislandica	Nematoda	No	NA
SageNotriphora_osclausum	Mollusca	No	NA
Tisbe_cluthae	Arthropoda	No	NA
Amblyops_tenuicaudus	Arthropoda	No	1911
Daptonema_paratortum	Nematoda	No	NA
Theristus_pellucidus	Nematoda	No	NA
Eulimella_phaula	Mollusca	No	NA
Carcharodorhynchus_flavidus	Platyhelminthes	No	1967
Archotoplana_macrostylis	Platyhelminthes	No	1990
Phyllochaetopterus_anglicus	Annelida	No	NA
Grantessa_erecta	Porifera	No	NA
Pericharax_pyriformis	Porifera	No	1932
Esperiopsis_heardi	Porifera	No	1982
Mycale_(Mycale)_gravelyi	Porifera	No	NA
Hymenancora_rufa	Porifera	No	1907
Plakortis_galapagensis	Porifera	No	1997
Halicometes_stellata	Porifera	No	NA
Neoaulocystis_grayi	Porifera	No	NA
Hymenaster_pergamentaceus	EchiNodermata	No	1882
Solariella_anarensis	Mollusca	No	1972
Dendrophyllia_robusta	Cnidaria	No	NA
Talorchestia_martensii	Arthropoda	No	1892
Nematopagurus_helleri	Arthropoda	No	NA
Paratriacanthodes_herrei	Chordata	No	NA
Zancleopsis_gotoi	Cnidaria	No	NA
Hopperia_indiana	Nematoda	No	1997
Doxomysis_acanthina	Arthropoda	No	1997
Oxyonchus_striatus	Nematoda	No	1988
Ixonema_deleyi	Nematoda	No	1999
Tritonia_vorax	Mollusca	No	NA
Holothuria_(Stauropora)_anulifera	EchiNodermata	No	NA
Ophiothamnus_habrotatus	EchiNodermata	No	NA
Atriolum_bucinum	Chordata	No	2001
Apanthura_insignifica	Arthropoda	No	1978
IschNomesus_bruuni	Arthropoda	No	1956
Ianiropsis_minuta	Arthropoda	No	1952
Cleantioides_bruscai	Arthropoda	No	NA
Odysseylana_sirenkoi	Arthropoda	No	1995
Spiculonana_bathyalis	Arthropoda	No	2004
Siboglinum_albatrossianum	Annelida	No	1965
Poromitra_crassa	Chordata	No	NA
Pseudanthias_regalis	Chordata	No	NA
Antennablennius_adenensis	Chordata	No	NA
Calliactis_brevicornis	Cnidaria	No	NA
Amphisbetia_maplestonei	Cnidaria	No	NA
Leptopsammia_trinitatis	Cnidaria	No	NA
Rhodactis_indosinensis	Cnidaria	No	NA
Maldane_cristata	Annelida	No	1923
Hydrophis_iNornatus	Chordata	No	NA
Echthrogaleus_disciarai	Arthropoda	No	1987
Sarsameira_kNorri	Arthropoda	No	1983
Sphaeronella_kornickeri	Arthropoda	No	1975
Zamolgus_cracens	Arthropoda	No	1979
Cletocamptus_sinaloensis	Arthropoda	No	2004
Lepidozona_cooperi	Mollusca	No	NA
Cognettia_sphagnetorum	Annelida	No	NA
Phymorhynchus_wareni	Mollusca	No	1995
Lepetodrilus_japonicus	Mollusca	No	NA
Parvulastra_dyscrita	EchiNodermata	No	NA
Paradoxostoma_commune	Arthropoda	No	1967
Cornuticellina_matthewsi	Bryozoa	No	NA
Volvarina_avenella	Mollusca	No	NA
Parabuccinum_polyspeirum	Mollusca	No	NA
Yoldiella_extensa	Mollusca	No	NA
Jouannetia_pectinata	Mollusca	No	NA
Alpheus_pustulosus	Arthropoda	No	1968
Alpheus_sudara	Arthropoda	No	1966
Hippolyte_edmondsoni	Arthropoda	No	1981
ONoba_subaedonis	Mollusca	No	1994
Rostratoverruca_koehleri	Arthropoda	No	NA
Trianguloscalpellum_hirsutum	Arthropoda	No	NA
Smeagol_parvulus	Mollusca	No	1992
Goniobranchus_multimaculosus	Mollusca	No	NA
Ampharete_villenai	Annelida	No	2011
Chthamalus_southwardi	Arthropoda	No	2000
Neonesidea_arenigena	Arthropoda	No	1969
Pseudopusula_californiana	Mollusca	No	NA
Phymanthus_pulcher	Cnidaria	No	NA
CoNopea_calceola	Arthropoda	No	NA
Progebiophilus_euxinicus	Arthropoda	No	NA
Mysidium_(Orientomysidium)_columbiae	Arthropoda	No	NA
Liosina_areNosa	Porifera	No	NA
Coelosphaera_(Coelosphaera)_verrucosa	Porifera	No	NA
Crella_(Yvesia)_albula	Porifera	No	NA
Ianthella_labyrinthus	Porifera	No	1995
Jaspis_manihinei	Porifera	No	1993
ZoNophryxus_quinquedens	Arthropoda	No	1914
Oncholaimus_domesticus	Nematoda	No	NA
Thalassironus_lynnae	Nematoda	No	1987
ANoplodactylus_chamorrus	Arthropoda	No	NA
Ophiothrix_(Acanthophiothrix)_diligens	EchiNodermata	No	NA
Pseudobathytanais_gibberosus	Arthropoda	No	2001
Austrarcturella_corona	Arthropoda	No	1992
Excorallana_richardsoni	Arthropoda	No	1960
Neocirolana_maculata	Arthropoda	No	1986
Rajella_nigerrima	Chordata	No	NA
Chiasmodon_braueri	Chordata	No	NA
Coryogalops_adamsoni	Chordata	No	NA
Symphurus_ommaspilus	Chordata	No	1961
Halichoeres_signifer	Chordata	No	1994
Paralticus_amboinensis	Chordata	No	NA
Actinia_gracilis	Cnidaria	No	NA
Chrysogorgia_papillosa	Cnidaria	No	NA
Palythoa_haddoni	Cnidaria	No	NA
Dorymenia_usarpi	Mollusca	No	1978
Octopus_globosus	Mollusca	No	NA
Cerviniopsis_gorbuNovi	Arthropoda	No	NA
Euxynus_capulus	Arthropoda	No	1992
Perosyna_indonesica	Arthropoda	No	1982
Pseudocyclops_rostratus	Arthropoda	No	1961
Schizopera_pratensis	Arthropoda	No	1958
Ridgewayia_klausruetzleri	Arthropoda	No	1995
Paraeuchaeta_papilliger	Arthropoda	No	1993
IphiNoe_canariensis	Arthropoda	No	2002
Uroptychus_brucei	Arthropoda	No	1986
Kankelibranchus_incognitus	Mollusca	No	2005
Babelomurex_finchii	Mollusca	No	NA
Petrolisthes_fimbriatus	Arthropoda	No	NA
Neritopsis_atlantica	Mollusca	No	NA
Inermiphonte_danversae	Arthropoda	No	NA
Dentiovula_eizoi	Mollusca	No	NA
Monilispira_bandata	Mollusca	No	NA
EchiNolittorina_sundaica	Mollusca	No	NA
Dromidiopsis_lethrinusae	Arthropoda	No	NA
XyNomaia_boissoni	Arthropoda	No	NA
Bairdoppilata_erugata	Arthropoda	No	1998
Prunum_Nobilianum	Mollusca	No	NA
Ampelisca_cristianae	Arthropoda	No	2009
Amphilochus_justi	Arthropoda	No	2009
Yoldiella_perplexa	Mollusca	No	NA
Globivenus_foresti	Mollusca	No	NA
Mitrella_blanda	Mollusca	No	NA
Microcyphus_keiensis	EchiNodermata	No	1942
Synalpheus_regalis	Arthropoda	No	1996
Odontaster_roseus	EchiNodermata	No	2010
Chicoreus_cnissodus	Mollusca	No	NA
Rhamphidonta_retifera	Mollusca	No	NA
Aclophora_islandica	Mollusca	No	NA
Pisinna_angulata	Mollusca	No	NA
Folinia_signae	Mollusca	No	NA
Synaptocochlea_montrouzieri	Mollusca	No	NA
Macoma_tokyoensis	Mollusca	No	NA
Araeolampas_fulva	EchiNodermata	No	NA
Favartia_vittata	Mollusca	No	NA
Philarius_condi	Arthropoda	No	2012
Climacoidea_(Proteoconcha)_concinNoidea	Arthropoda	No	NA
Isodictya_cutisanserina	Porifera	No	2016
Nuuanu_stuckeyorum	Arthropoda	No	2013
Tedania_(Tedania)_murdochi	Porifera	No	NA
Leptochela_chacei	Arthropoda	No	NA
Iolanthe_bifurcatoides	Arthropoda	No	NA
Gilvossius_rotundicaudatus	Arthropoda	No	NA
Haifameira_archibenthoica	Arthropoda	No	1964
Leptosomatum_punctatum	Nematoda	No	1865
Telestula_septentrionalis	Cnidaria	No	1944
Isidella_lofotensis	Cnidaria	No	NA
Dictyonella_pelligera	Porifera	No	NA
Parapseudotanais_abyssalis	Arthropoda	No	1989
Toia_ycia	Platyhelminthes	No	1952
Sabatieria_paradoxa	Nematoda	No	1967
Stromatospongia_vermicola	Porifera	No	1969
Clathria_(Dendrocia)_scabida	Porifera	No	NA
Clathria_(Thalysias)_nervosa	Porifera	No	NA
Cliona_lisa	Porifera	No	1991
Spheciospongia_solida	Porifera	No	NA
Hyalonema_(Cyliconemaoida)_campanula	Porifera	No	NA
Clymenella_miNor	Annelida	No	1911
Aspericreta_favulosa	Bryozoa	No	NA
Candacia_magna	Arthropoda	No	NA
Theristus_altenbachi	Nematoda	No	1991
Callyspongia_(Callyspongia)_tubulosa	Porifera	No	NA
Figorella_macrophoculata	Arthropoda	No	1991
MoNoculodes_jazdzewskii	Arthropoda	No	1980
Metopoides_longicornis	Arthropoda	No	NA
Goniada_pseudofoliacea	Annelida	No	NA
Amphiodia_oerstedi	EchiNodermata	No	NA
Amphioplus_(Amphichilus)_trichoides	EchiNodermata	No	NA
Astroclon_suensoni	EchiNodermata	No	1911
Ophiacantha_brasiliensis	EchiNodermata	No	1974
Psolus_eximius	EchiNodermata	No	1941
Ascidia_paratropa	Chordata	No	NA
Ascionana_rottnestia	Arthropoda	No	2004
Mastigoniscus_concavus	Arthropoda	No	1972
Himantolophus_melaNolophus	Chordata	No	1988
Breviraja_claramaculata	Chordata	No	1985
Pherallodiscus_varius	Chordata	No	NA
Aglaophenia_bicornuta	Cnidaria	No	NA
Cavernularia_dayi	Cnidaria	No	1954
Ophiodiscus_annulatus	Cnidaria	No	NA
Abarenicola_gilchristi	Annelida	No	1963
Boccardia_fleckera	Annelida	No	1984
Ophryotrocha_atlantica	Annelida	No	1991
Helmetophorus_rankini	Annelida	No	1978
Collocheres_serrulatus	Arthropoda	No	1987
Visayasia_subterna	Arthropoda	No	1992
Apocyclops_procerus	Arthropoda	No	NA
Cyclopecten_liriope	Mollusca	No	NA
Cnidanthea_maculata	Cnidaria	No	1959
Strobiligera_inflata	Mollusca	No	NA
Aroui_americana	Arthropoda	No	1997
Stylopoma_projecta	Bryozoa	No	1923
Daira_americana	Arthropoda	No	NA
Paramedaeus_planifrons	Arthropoda	No	NA
Actiomera_erythra	Arthropoda	No	NA
Patella_lugubris	Mollusca	No	1791
Legitimocythere_geniculata	Arthropoda	No	2005
Trigonaphera_bocageana	Mollusca	No	NA
Thalamoporella_linearis	Bryozoa	No	1929
Allorchestes_rickeri	Arthropoda	No	2001
Brissus_obesus	EchiNodermata	No	1868
Philocheras_intermedius	Arthropoda	No	NA
Diodora_vetula	Mollusca	No	NA
Notaeolidia_schmekelae	Mollusca	No	1990
Coralliophila_jeffreysi	Mollusca	No	NA
Ilanga_discus	Mollusca	No	1987
Microprosthema_lubricum	Arthropoda	No	2011
Solidobalanus_hawaiensis	Arthropoda	No	NA
Styloptocuma_echinatum	Arthropoda	No	NA
Leodamas_agrestis	Annelida	No	NA
Sicyopterus_rapa	Chordata	No	NA
Haliragoides_abyssi	Arthropoda	No	NA
Laphystiopsis_planifrons	Arthropoda	No	1893
Crypthelia_medioatlantica	Cnidaria	No	1992
Thalassoalaimus_paramontemari	Nematoda	No	1970
Trefusia_filicauda	Nematoda	No	1933
Euchelipluma_pristina	Porifera	No	1909
Toledonia_limnaeoides	Mollusca	No	NA
OxyNoe_olivacea	Mollusca	No	1814
Microgloma_guilonardi	Mollusca	No	NA
Desmolaimus_macrocirculus	Nematoda	No	1959
Scopalina_rubra	Porifera	No	NA
Clathria_(Thalysias)_minuta	Porifera	No	NA
Chondropsis_arenifera	Porifera	No	1886
Pseudosuberites_vakai	Porifera	No	1990
Pantopipetta_lata	Arthropoda	No	NA
Rhabdamia_nigrimentum	Chordata	No	NA
Ophiopsila_bispiNosa	EchiNodermata	No	1974
Scyliorhinus_comoroensis	Chordata	No	1988
Euaugaptilus_indicus	Arthropoda	No	NA
Heteromysis_(Olivemysis)_guitarti	Arthropoda	No	NA
ANoplostoma_camus	Nematoda	No	1953
Halalaimus_americanus	Nematoda	No	1992
Scacchia_ovata	Mollusca	No	NA
Nymphon_femorale	Arthropoda	No	NA
Metanephrops_mozambicus	Arthropoda	No	1990
Sycozoa_caverNosa	Chordata	No	1990
